scope,split_id,task,model,rows_test,mae_raw_kg_per_day,rmse_raw_kg_per_day,rmse_log1p,r2_log1p,positive_rate_test,threshold,f1,precision,recall,balanced_accuracy,roc_auc,average_precision
broad,2,classification_high_rate_top25_train_threshold,logistic_balanced,552,,,,,0.2717391304347826,0.1251448435689455,0.6867469879518072,0.6263736263736264,0.76,0.7954228855721392,0.874195688225539,0.7427140882212052
broad,2,classification_high_rate_top25_train_threshold,random_forest_balanced,552,,,,,0.2717391304347826,0.1251448435689455,0.6978193146417445,0.6549707602339181,0.7466666666666667,0.7999502487562189,0.8728855721393035,0.6992909025357504
broad,2,classification_high_rate_top25_train_threshold,extra_trees_balanced,552,,,,,0.2717391304347826,0.1251448435689455,0.6475644699140402,0.5678391959798995,0.7533333333333333,0.7697014925373133,0.8477446102819237,0.6608486266671388
broad,3,regression_log_rate,baseline_zero,549,1.9066025824837771,19.778527019299137,0.679801176187244,-0.11063089333150034,,,,,,,,
broad,3,regression_log_rate,baseline_train_median,549,1.9066025824837771,19.778527019299137,0.679801176187244,-0.11063089333150034,,,,,,,,
broad,3,regression_log_rate,ridge_log,549,2.06986669298899,18.229463584889675,0.4528043861063431,0.5072493834638296,,,,,,,,
broad,3,regression_log_rate,random_forest_log,549,1.690166245365783,18.318918600347143,0.35359900920659565,0.6995113966038506,,,,,,,,
broad,3,regression_log_rate,extra_trees_log,549,1.713646253792873,18.603055935097952,0.3527305631457313,0.7009855957844087,,,,,,,,
broad,3,classification_positive_rate,baseline_all_negative,549,,,,,0.3679417122040073,,0.0,0.0,0.0,0.5,0.5,0.3679417122040073
broad,3,classification_positive_rate,logistic_balanced,549,,,,,0.3679417122040073,,0.6950354609929078,0.665158371040724,0.7277227722772277,0.7572331440636859,0.8271036037321312,0.7669527005573674
broad,3,classification_positive_rate,random_forest_balanced,549,,,,,0.3679417122040073,,0.7006960556844548,0.6593886462882096,0.7475247524752475,0.7613704454018889,0.8317045681513395,0.7686951360837817
broad,3,classification_positive_rate,extra_trees_balanced,549,,,,,0.3679417122040073,,0.6591928251121076,0.6024590163934426,0.7277227722772277,0.7240919336890461,0.8080720175763975,0.7126442361434621
broad,3,classification_high_rate_top25_train_threshold,baseline_all_negative,549,,,,,0.22768670309653916,0.13756187540861115,0.0,0.0,0.0,0.5,0.5,0.22768670309653916
broad,3,classification_high_rate_top25_train_threshold,logistic_balanced,549,,,,,0.22768670309653916,0.13756187540861115,0.6531986531986532,0.563953488372093,0.776,0.7995566037735848,0.8686981132075472,0.7497859855670534
broad,3,classification_high_rate_top25_train_threshold,random_forest_balanced,549,,,,,0.22768670309653916,0.13756187540861115,0.644927536231884,0.5894039735099338,0.712,0.7828867924528302,0.8649528301886793,0.7054511276241134
broad,3,classification_high_rate_top25_train_threshold,extra_trees_balanced,549,,,,,0.22768670309653916,0.13756187540861115,0.6421404682274248,0.5517241379310345,0.768,0.7920188679245284,0.8393773584905659,0.6389706236130427
broad,4,regression_log_rate,baseline_zero,537,1.0155679470541235,6.913237858054825,0.6126096818159402,-0.11496245620401946,,,,,,,,
broad,4,regression_log_rate,baseline_train_median,537,1.0155679470541235,6.913237858054825,0.6126096818159402,-0.11496245620401946,,,,,,,,
broad,4,regression_log_rate,ridge_log,537,1.083446589053909,6.6975815393051255,0.464992336306203,0.3576316692642154,,,,,,,,
broad,4,regression_log_rate,random_forest_log,537,0.9702348092031828,6.093009442796076,0.3923962794449436,0.5425514101446732,,,,,,,,
broad,4,regression_log_rate,extra_trees_log,537,0.9308890743291992,6.0520569598071585,0.3693970930288811,0.5946039822845728,,,,,,,,
