analysis_type,feature_set,detail,split_id,n_features,features,top25_threshold_train,positive_rate_test,average_precision,roc_auc,f1,precision,recall,balanced_accuracy
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Youth_Dependency, Avg_Household_Size, Unemployment_Rate",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",0.08086093914398546,0.2493368700265252,0.8047641318504093,0.9079392526877678,0.7227722772277227,0.6759259259259259,0.776595744680851,0.8264604165100369
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Youth_Dependency, Avg_Household_Size, Unemployment_Rate",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",0.08965532467628037,0.20911528150134048,0.7781996385296319,0.8764450239026511,0.6630434782608695,0.5754716981132075,0.782051282051282,0.814754454584963
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Youth_Dependency, Avg_Household_Size, Unemployment_Rate",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",0.083669936526255,0.23513513513513515,0.8093371411461376,0.9090207546403477,0.7539267015706806,0.6923076923076923,0.8275862068965517,0.8572560009747776
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_UrbanRural_Class,"Youth_Dependency, Avg_Household_Size, UrbanRural_Class",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, UrbanRural_Class",0.081999739786625,0.23872679045092837,0.7998257039372003,0.8999225706542779,0.743455497382199,0.7029702970297029,0.7888888888888889,0.842179636082075
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_UrbanRural_Class,"Youth_Dependency, Avg_Household_Size, UrbanRural_Class",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, UrbanRural_Class",0.0816462571597866,0.2418478260869565,0.8103119388541236,0.861705126656196,0.6868686868686869,0.6238532110091743,0.7640449438202247,0.8085457694011517
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_UrbanRural_Class,"Youth_Dependency, Avg_Household_Size, UrbanRural_Class",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, UrbanRural_Class",0.08086093914398546,0.2493368700265252,0.8002654208282607,0.9065107886625067,0.7227722772277227,0.6759259259259259,0.776595744680851,0.8264604165100369
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_UrbanRural_Class,"Youth_Dependency, Avg_Household_Size, UrbanRural_Class",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, UrbanRural_Class",0.08965532467628037,0.20911528150134048,0.7849008507277837,0.8809213385484572,0.6881720430107527,0.5925925925925926,0.8205128205128205,0.8356801390699695
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_UrbanRural_Class,"Youth_Dependency, Avg_Household_Size, UrbanRural_Class",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, UrbanRural_Class",0.083669936526255,0.23513513513513515,0.8152351986703098,0.9135697169083302,0.7589743589743589,0.6851851851851852,0.8505747126436781,0.8652166849437473
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Daytime_Population_Pressure,"Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.7915071518528676,0.9,0.7346938775510204,0.6792452830188679,0.8,0.840766550522648
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Daytime_Population_Pressure,"Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8110931447374801,0.8608996818493012,0.6831683168316832,0.6106194690265486,0.7752808988764045,0.8087874028432201
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Daytime_Population_Pressure,"Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.8065789425037889,0.9091421697616721,0.72,0.6792452830188679,0.7659574468085106,0.8229080520261635
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Daytime_Population_Pressure,"Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.7792037844185342,0.8787049109083007,0.6774193548387096,0.5833333333333334,0.8076923076923077,0.8275749674054759
demographics_subset,demo_Youth_Dependency_Avg_Household_Size_Daytime_Population_Pressure,"Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.8103638528708813,0.91064538402177,0.7422680412371134,0.6728971962616822,0.8275862068965517,0.8519556476178871
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_UrbanRural_Class,"Youth_Dependency, Unemployment_Rate, UrbanRural_Class",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, UrbanRural_Class",0.081999739786625,0.23872679045092837,0.7953855553212963,0.9,0.7368421052631579,0.7,0.7777777777777778,0.8366240805265195
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_UrbanRural_Class,"Youth_Dependency, Unemployment_Rate, UrbanRural_Class",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, UrbanRural_Class",0.0816462571597866,0.2418478260869565,0.8073913980107611,0.8605775039265435,0.6903553299492385,0.6296296296296297,0.7640449438202247,0.8103378840964923
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_UrbanRural_Class,"Youth_Dependency, Unemployment_Rate, UrbanRural_Class",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, UrbanRural_Class",0.08086093914398546,0.2493368700265252,0.8004554657016385,0.9062852417111494,0.7128712871287128,0.6666666666666666,0.7659574468085106,0.8193744831215698
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_UrbanRural_Class,"Youth_Dependency, Unemployment_Rate, UrbanRural_Class",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, UrbanRural_Class",0.08965532467628037,0.20911528150134048,0.7854030519077304,0.8797479356801392,0.6702702702702703,0.5794392523364486,0.7948717948717948,0.8211647109952194
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_UrbanRural_Class,"Youth_Dependency, Unemployment_Rate, UrbanRural_Class",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, UrbanRural_Class",0.083669936526255,0.23513513513513515,0.8106936357102532,0.9108484626944479,0.7525773195876289,0.6822429906542056,0.8390804597701149,0.8594695585069656
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_Daytime_Population_Pressure,"Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.7876659729761929,0.8982191250483932,0.7422680412371134,0.6923076923076923,0.8,0.8442508710801394
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_Daytime_Population_Pressure,"Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8109239506207297,0.8608191373686118,0.6938775510204082,0.6355140186915887,0.7640449438202247,0.8121299987918328
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_Daytime_Population_Pressure,"Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.803306537755207,0.9068491090895421,0.72,0.6792452830188679,0.7659574468085106,0.8229080520261635
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_Daytime_Population_Pressure,"Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.7810390091129689,0.8785310734463277,0.6666666666666666,0.580952380952381,0.782051282051282,0.8164493698392004
demographics_subset,demo_Youth_Dependency_Unemployment_Rate_Daytime_Population_Pressure,"Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.8109232618912088,0.9089801389058121,0.7539267015706806,0.6923076923076923,0.8275862068965517,0.8572560009747776
demographics_subset,demo_Youth_Dependency_UrbanRural_Class_Daytime_Population_Pressure,"Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.7985217823061779,0.8994192799070848,0.7395833333333334,0.696078431372549,0.7888888888888889,0.8404374758033295
demographics_subset,demo_Youth_Dependency_UrbanRural_Class_Daytime_Population_Pressure,"Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8092842737654828,0.8613024042527485,0.6868686868686869,0.6238532110091743,0.7640449438202247,0.8085457694011517
demographics_subset,demo_Youth_Dependency_UrbanRural_Class_Daytime_Population_Pressure,"Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.8041717987276609,0.9080896173220058,0.736318407960199,0.6915887850467289,0.7872340425531915,0.8353131343508007
demographics_subset,demo_Youth_Dependency_UrbanRural_Class_Daytime_Population_Pressure,"Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.7854321624629643,0.8810082572794438,0.6881720430107527,0.5925925925925926,0.8205128205128205,0.8356801390699695
demographics_subset,demo_Youth_Dependency_UrbanRural_Class_Daytime_Population_Pressure,"Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency, UrbanRural_Class, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.8163046044536733,0.9143008001299704,0.7589743589743589,0.6851851851851852,0.8505747126436781,0.8652166849437473
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",0.081999739786625,0.23872679045092837,0.7926006567731623,0.8971351142082848,0.7619047619047619,0.7272727272727273,0.8,0.8529616724738676
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",0.0816462571597866,0.2418478260869565,0.8071184956254771,0.8586041641496517,0.6834170854271356,0.6181818181818182,0.7640449438202247,0.8067536547058113
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",0.08086093914398546,0.2493368700265252,0.8010814632962138,0.906022103601233,0.7236180904522613,0.6857142857142857,0.7659574468085106,0.8246748364784602
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",0.08965532467628037,0.20911528150134048,0.7810768252564183,0.8773142112125163,0.6666666666666666,0.580952380952381,0.782051282051282,0.8164493698392004
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",0.083669936526255,0.23513513513513515,0.8115869261594676,0.9107672312253767,0.7525773195876289,0.6822429906542056,0.8390804597701149,0.8594695585069656
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.7871063017988922,0.8960898180410374,0.7564766839378239,0.7087378640776699,0.8111111111111111,0.8532907471931862
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8089939726830196,0.860335870484475,0.6938775510204082,0.6355140186915887,0.7640449438202247,0.8121299987918328
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.800619705793715,0.9055710096985189,0.7070707070707071,0.6730769230769231,0.7446808510638298,0.8122697541538231
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.778198045730182,0.8762277270751847,0.6594594594594595,0.5700934579439252,0.782051282051282,0.8130595393307258
demographics_subset,demo_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.811116706912758,0.9084115186223142,0.75,0.6857142857142857,0.8275862068965517,0.8554892165224808
demographics_subset,demo_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.8007055985687006,0.8991482771970578,0.7525773195876289,0.7019230769230769,0.8111111111111111,0.8515485869144406
demographics_subset,demo_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8071935123748178,0.8592082477548226,0.68,0.6126126126126126,0.7640449438202247,0.8049615400104708
demographics_subset,demo_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.800140065660688,0.9060596947597925,0.736318407960199,0.6915887850467289,0.7872340425531915,0.8353131343508007
demographics_subset,demo_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.778453186234085,0.8782268578878749,0.6774193548387096,0.5833333333333334,0.8076923076923077,0.8275749674054759
demographics_subset,demo_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.8128377564224197,0.9125949392794768,0.751269035532995,0.6727272727272727,0.8505747126436781,0.8616831160391536
demographics_subset,demo_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",1,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.7920798661795622,0.8962446767324816,0.7619047619047619,0.7272727272727273,0.8,0.8529616724738676
demographics_subset,demo_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",2,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8082409171966104,0.8598526036003382,0.6903553299492385,0.6296296296296297,0.7640449438202247,0.8103378840964923
demographics_subset,demo_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",3,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.7999768870512347,0.9051199157958048,0.7106598984771574,0.6796116504854369,0.7446808510638298,0.8140365386061198
demographics_subset,demo_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",4,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.784017272274801,0.8797913950456325,0.6740331491712708,0.5922330097087378,0.782051282051282,0.8198392003476749
demographics_subset,demo_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",5,18,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.8128029654236659,0.9113764672434101,0.7487179487179487,0.6759259259259259,0.8390804597701149,0.8577027740546688
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",1,19,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",0.081999739786625,0.23872679045092837,0.7917742573302313,0.900193573364305,0.7473684210526316,0.71,0.7888888888888889,0.8439217963608208
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",2,19,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",0.0816462571597866,0.2418478260869565,0.8113828438430755,0.8625105714630905,0.6903553299492385,0.6296296296296297,0.7640449438202247,0.8103378840964923
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",3,19,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",0.08086093914398546,0.2493368700265252,0.8071117972419073,0.908991805127434,0.7450980392156863,0.6909090909090909,0.8085106382978723,0.8441846477708443
