canonical_site_id,canonical_visit_sequence,visit_start_date,visit_end_date,visit_duration_days,source_files,original_site_ids,row_count,visit_record_count,region,regions_seen,beaches,name_of_beach,total_weight,recycle,non_recycle,blue_net,latitude,longitude,orientation,wind_direction,wind_speed,sediment,width_length,coastline_cleaned,road_network,tourist_business,site_confidence,canonical_max_coordinate_spread_m,review_reason
515,1,2019-12-28,2019-12-28,1,Typhoon1,559,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 45,ΠΑΡΑΛΊΑ ΧΑΛΙΚΟΎΡΑ,0.0,0.0,0.0,0.0,36.843139,22.258033,West,NW,2.0,Mixed,,,1.0,1.0,high,0.0,ok
516,1,2019-12-30,2019-12-30,1,Typhoon1,560,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 46,ΠΑΡΑΛΊΑ ΓΝΟΣΠΙ,0.0,0.0,0.0,0.0,36.825919,22.279147,West,NE,4.0,Rocky,,,1.0,0.0,high,0.0,ok
517,1,2019-12-30,2019-12-30,1,Typhoon1,561,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 47,ΠΑΡΑΛΊΑ ΠΑΝΤΑΖΉ,52.0,7.0,45.0,0.0,36.817161,22.293503,West,NE,4.0,Mixed,5345.0,142.0,1.0,1.0,high,91.9128312950747,multiple_special_numbers; multiple_regions
517,2,2024-06-23,2024-06-23,1,Typhoon2,8548,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 26,,0.0,0.0,0.0,0.0,36.816528,22.294167,ΔΥΤΙΚΗ,SW,4.0,Pebbles,,,0.0,0.0,high,91.9128312950747,multiple_special_numbers; multiple_regions
518,1,2019-12-30,2019-12-30,1,Typhoon1,562,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 48,ΠΑΡΑΛΊΑ ΧΟΤΑΣΣΊΑ,0.0,0.0,0.0,0.0,36.729994,22.334381,West,NE,4.0,Rocky,,,1.0,1.0,high,0.0,ok
519,1,2019-12-30,2019-12-30,1,Typhoon1,563,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 49,,56.0,5.0,51.0,0.0,36.693011,22.361436,West,NE,4.0,Pebbles,4772.0,188.0,1.0,1.0,high,0.0,ok
520,1,2019-12-30,2019-12-30,1,Typhoon1,564,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 50,ΠΑΡΑΛΊΑ ΙΤΊΛΟ,141.0,9.0,132.0,0.0,36.693375,22.389047,West,NE,4.0,Pebbles,3870.0,387.0,1.0,1.0,high,0.0,ok
521,1,2019-12-30,2019-12-30,1,Typhoon1,565,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 51,ΠΑΡΑΛΊΑ ΔΕΞΑΜΕΝΉ,31.0,1.0,30.0,0.0,36.680131,22.375044,West,NE,4.0,Pebbles,286.0,22.0,1.0,1.0,high,0.0,ok
522,1,2019-12-30,2019-12-30,1,Typhoon1,566,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 52,ΠΑΡΑΛΊΑ ΔΙΡΟΎ,44.0,6.0,38.0,0.0,36.641503,22.383186,West,NE,4.0,Pebbles,4160.0,320.0,1.0,0.0,high,0.0,ok
523,1,2019-12-30,2019-12-30,1,Typhoon1,567,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 53,ΠΑΡΑΛΊΑ ΠΎΡΓΟΣ ΔΙΡΟΎ,70.0,8.0,62.0,0.0,36.639067,22.381792,West,NE,4.0,Mixed,931.0,90.0,1.0,1.0,high,0.0,ok
524,1,2019-12-31,2019-12-31,1,Typhoon1,568,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 54,ΠΑΡΑΛΊΑ ΚΆΤΩ ΜΕΖΑΠΌΣ,0.0,0.0,0.0,0.0,36.544658,22.388992,West,E,5.0,Mixed,,,1.0,0.0,high,0.0,ok
525,1,2019-12-31,2019-12-31,1,Typhoon1,569,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 55,ΠΑΡΑΛΊΑ ΧΑΛΙΚΊΑ,64.0,15.0,49.0,0.0,36.541439,22.391456,West,E,5.0,Pebbles,733.0,26.0,1.0,0.0,high,0.0,ok
526,1,2019-12-31,2019-12-31,1,Typhoon1,570,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 56,ΠΑΡΑΛΊΑ ΓΕΡΟΛΊΜΕΝΑ,9.0,1.0,8.0,0.0,36.482128,22.399542,South,E,5.0,Pebbles,1144.0,69.0,1.0,1.0,high,0.0,ok
527,1,2019-12-31,2019-12-31,1,Typhoon1,571,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 57,ΠΑΡΑΛΊΑ ΓΥΑΛΙΆ,0.0,0.0,0.0,0.0,36.474556,22.413661,South,E,5.0,Rocky,,,1.0,0.0,high,0.0,ok
528,1,2019-12-31,2019-12-31,1,Typhoon1,572,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 58,ΠΑΡΑΛΊΑ ΑΛΜΗΡΟΎ,20.0,2.0,18.0,0.0,36.462717,22.434572,South,E,5.0,Pebbles,3125.0,93.0,1.0,0.0,high,11.728985875759557,multiple_regions
528,2,2023-05-01,2023-05-01,1,Typhoon2,572,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 112,ΠΑΡΑΛΊΑ ΑΛΜΥΡΟΎ,25.0,0.0,25.0,0.0,36.462694,22.434444,South,E,2.0,Pebbles,3134.0,101.0,1.0,1.0,high,11.728985875759557,multiple_regions
529,1,2019-12-31,2019-12-31,1,Typhoon1,573 | 574,2,2,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 59 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 60,ΠΑΡΑΛΊΑ ΚΙΠΑΡΙΣΣΟΎ | ΠΑΡΑΛΊΑ ΣΑΡΑΛΙΜΑΝΉ,31.0,3.0,28.0,0.0,36.460057,22.442633,South,E,5.0,Mixed,1922.0,126.0,1.0,1.0,medium,241.68684520033116,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
529,2,2023-05-01,2023-05-01,1,Typhoon2,574,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 111,ΠΑΡΑΛΊΑ ΣΑΡΟΛΙΜΈΝΙ,35.0,0.0,35.0,0.0,36.460139,22.443917,South,E,2.0,Pebbles,1140.0,46.0,1.0,1.0,medium,241.68684520033116,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
530,1,2019-12-31,2019-12-31,1,Typhoon1,575,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 61,ΠΑΡΑΛΊΑ ΈΞΩ ΚΑΠΊ,15.0,1.0,14.0,0.0,36.454969,22.450233,South,E,5.0,Mixed,2559.0,75.0,0.0,0.0,medium,4.460277730430649,multiple_special_numbers; multiple_regions
530,2,2023-05-01,2023-05-01,1,Typhoon2,575,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 110,ΠΑΡΑΛΊΑ ΈΞΩ ΚΑΠΟΊ,42.0,0.0,42.0,0.0,36.454944,22.450194,South,E,2.0,Pebbles,2324.0,70.0,1.0,1.0,medium,4.460277730430649,multiple_special_numbers; multiple_regions
530,3,2024-06-22,2024-06-22,1,Typhoon2,8540,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 18,,0.0,0.0,0.0,0.0,36.454972,22.450194,ΔΥΤΙΚΗ,SE,4.0,Mixed,,,0.0,0.0,medium,4.460277730430649,multiple_special_numbers; multiple_regions
531,1,2019-12-31,2019-12-31,1,Typhoon1,576,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 62,,13.0,1.0,12.0,0.0,36.454936,22.453264,South,E,5.0,Mixed,1674.0,76.0,1.0,0.0,high,0.0,ok
532,1,2019-12-31,2019-12-31,1,Typhoon1,577,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 63,,102.0,5.0,97.0,0.0,36.4515,22.458403,South,E,5.0,Mixed,1155.0,92.0,0.0,0.0,medium,15.50673386232677,multiple_special_numbers; multiple_regions
532,2,2023-05-01,2023-05-01,1,Typhoon2,577,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 109,,272.0,40.0,156.0,76.0,36.4515,22.458389,South,E,2.0,Pebbles,1250.0,88.0,0.0,0.0,medium,15.50673386232677,multiple_special_numbers; multiple_regions
532,3,2024-06-22,2024-06-22,1,Typhoon2,8539,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 17,,109.0,28.0,50.0,31.0,36.451639,22.458389,ΔΥΤΙΚΗ,SE,4.0,Pebbles,1552.0,87.0,0.0,0.0,medium,15.50673386232677,multiple_special_numbers; multiple_regions
533,1,2019-12-31,2019-12-31,1,Typhoon1,578,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 64,ΠΑΡΑΛΊΑ ΜΑΡΜΆΡΙ,61.0,4.0,57.0,0.0,36.425878,22.475964,South,E,5.0,Sand,7199.0,182.0,1.0,1.0,high,0.0,ok
534,1,2019-12-31,2019-12-31,1,Typhoon1,579,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 65,ΠΑΡΑΛΊΑ ΜΙΚΡΌ ΜΑΡΜΆΡΙ,63.0,4.0,59.0,0.0,36.422981,22.473289,South,E,5.0,Sand,12806.0,158.0,1.0,0.0,medium,23.6414473875216,multiple_special_numbers; multiple_regions
534,2,2023-04-30,2023-04-30,1,Typhoon2,579,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 104,ΠΑΡΑΛΊΑ ΜΙΚΡΌ ΜΑΜΆΡΙ,0.0,0.0,0.0,0.0,36.423167,22.473417,South,N,3.0,Sand,,,1.0,1.0,medium,23.6414473875216,multiple_special_numbers; multiple_regions
534,3,2024-06-22,2024-06-22,1,Typhoon2,8534,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 12,,0.0,0.0,0.0,0.0,36.423111,22.473361,ΔΥΤΙΚΗ,SE,4.0,Mixed,,,0.0,0.0,medium,23.6414473875216,multiple_special_numbers; multiple_regions
535,1,2020-01-01,2020-01-01,1,Typhoon1,580,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 66,ΠΑΡΑΛΊΑ ΤΑΙΝΆΡΟ,0.0,0.0,0.0,0.0,36.401867,22.485436,South,N,2.0,,,,,,medium,212.7339831498657,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
535,2,2024-06-25,2024-06-25,1,Typhoon2,8662,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 140,,0.0,0.0,0.0,0.0,36.4,22.484917,ΑΝΑΤΟΛΙΚΗ,E,3.0,Mixed,,,0.0,0.0,medium,212.7339831498657,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
536,1,2020-01-01,2020-01-01,1,Typhoon1,581,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 67,ΠΑΡΑΛΊΑ ΒΑΘΉ,7.0,1.0,6.0,0.0,36.4125,22.488864,East,N,2.0,Pebbles,940.0,83.0,0.0,0.0,medium,240.4048447211589,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
536,2,2023-04-26,2023-04-26,1,Typhoon2,581 | 6442,2,2,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 4 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ ΒΑΘΎ,79.0,0.0,54.0,25.0,36.413125,22.490000000000002,South,W,3.0,Pebbles,94.0,9.0,1.0,0.0,medium,240.4048447211589,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
536,3,2024-06-25,2024-06-25,1,Typhoon2,8663 | 8664,2,2,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 141 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 142,,0.0,0.0,0.0,0.0,36.413097,22.4899865,ΑΝΑΤΟΛΙΚΗ,E,3.0,Mixed,,,0.0,0.0,medium,240.4048447211589,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
537,1,2020-01-01,2020-01-01,1,Typhoon1,582,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 68,ΠΑΡΑΛΊΑ ΠΌΡΤΟ ΚΆΓΙΟ,0.0,0.0,0.0,0.0,36.428458,22.485564,East,N,2.0,,,,,,high,0.0,ok
538,1,2020-01-01,2020-01-01,1,Typhoon1,583,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 69,ΠΑΡΑΛΊΑ ΝΕΩΡΊΑ,16.0,1.0,15.0,0.0,36.433108,22.481378,East,N,2.0,Pebbles,1006.0,168.0,0.0,0.0,medium,21.817137131083847,multiple_special_numbers; multiple_regions
538,2,2023-04-26,2023-04-26,1,Typhoon2,583,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 7,ΠΑΡΑΛΊΑ ΝΕΏΡΙΑ,0.0,0.0,0.0,0.0,36.432944,22.481444,ΑΝΑΤΟΛΙΚΗ,W,3.0,Pebbles,,,0.0,0.0,medium,21.817137131083847,multiple_special_numbers; multiple_regions
538,3,2024-06-25,2024-06-25,1,Typhoon2,8666,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 144,,67.0,22.0,27.0,18.0,36.433139,22.481417,ΑΝΑΤΟΛΙΚΗ,E,3.0,Mixed,998.0,180.0,0.0,0.0,medium,21.817137131083847,multiple_special_numbers; multiple_regions
539,1,2020-01-01,2020-01-01,1,Typhoon1,584,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 70,ΠΑΡΑΛΊΑ ΚΆΛΑΜΟΣ,21.0,1.0,20.0,0.0,36.438981,22.490136,East,N,2.0,Pebbles,425.0,56.0,,,medium,10.996535553063204,multiple_special_numbers; multiple_regions
539,2,2023-04-26,2023-04-26,1,Typhoon2,584,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 8,ΠΑΡΑΛΊΑ ΚΆΛΑΜΟΣ,0.0,0.0,0.0,0.0,36.438944,22.49025,ΑΝΑΤΟΛΙΚΗ,W,3.0,Pebbles,,,0.0,0.0,medium,10.996535553063204,multiple_special_numbers; multiple_regions
539,3,2024-06-25,2024-06-25,1,Typhoon2,8668,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 146,,0.0,0.0,0.0,0.0,36.438972,22.490194,ΑΝΑΤΟΛΙΚΗ,E,3.0,Mixed,,,0.0,0.0,medium,10.996535553063204,multiple_special_numbers; multiple_regions
540,1,2020-01-01,2020-01-01,1,Typhoon1,585,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 71,ΠΑΡΑΛΊΑ ΑΝΤΡΌΓΥΑΛΟΣ,0.0,0.0,0.0,0.0,36.460439,22.494036,East,N,2.0,,,,,,medium,29.575876042799322,multiple_special_numbers; multiple_regions
540,2,2023-04-26,2023-04-26,1,Typhoon2,6445,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 10,ΠΑΡΑΛΊΑ ΑΝΤΡΌΓΙΑΛΟΣ,0.0,0.0,0.0,0.0,36.460556,22.494333,ΑΝΑΤΟΛΙΚΗ,W,3.0,Pebbles,,,0.0,0.0,medium,29.575876042799322,multiple_special_numbers; multiple_regions
540,3,2024-06-25,2024-06-25,1,Typhoon2,8670,1,1,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 148,,0.0,0.0,0.0,0.0,36.460528,22.494333,ΑΝΑΤΟΛΙΚΗ,E,3.0,Mixed,,,0.0,0.0,medium,29.575876042799322,multiple_special_numbers; multiple_regions
541,1,2020-01-01,2020-01-01,1,Typhoon1,586,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 72,ΠΑΡΑΛΊΑ ΑΜΠΈΛΟ,15.0,1.0,14.0,0.0,36.496914,22.494156,East,N,2.0,Pebbles,1041.0,129.0,1.0,0.0,high,0.0,ok
542,1,2020-01-01,2020-01-01,1,Typhoon1,587,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 73,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΙΠΡΙΑΝΌΣ,6.0,1.0,5.0,0.0,36.504128,22.48735,East,N,2.0,Pebbles,437.0,60.0,1.0,1.0,high,0.0,ok
543,1,2020-01-01,2020-01-01,1,Typhoon1,588,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 74,ΠΑΡΑΛΊΑ ΜΑΡΑΘΟΣ,0.0,0.0,0.0,0.0,36.521711,22.476803,East,N,2.0,,,,,,high,0.0,ok
544,1,2020-01-01,2020-01-01,1,Typhoon1,589,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 75,ΠΑΡΑΛΊΑ ΚΟΚΑΛΑΣ ΣΟΛΕΤΈΡΗ,10.0,1.0,9.0,0.0,36.527025,22.472303,East,N,2.0,Pebbles,938.0,106.0,1.0,1.0,high,0.0,ok
545,1,2020-01-03,2020-01-03,1,Typhoon1,590,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 76,ΠΑΡΑΛΊΑ ΓΥΑΛΌΣ,4.0,1.0,3.0,0.0,36.547817,22.478419,East,S,2.0,Pebbles,898.0,110.0,1.0,1.0,high,0.0,ok
546,1,2020-01-03,2020-01-03,1,Typhoon1,591,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 77,ΠΑΡΑΛΊΑ ΑΛΎΠΑ,0.0,0.0,0.0,0.0,36.567006,22.477078,East,S,2.0,,,,,,high,0.0,ok
547,1,2020-01-03,2020-01-03,1,Typhoon1,592,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 78,ΠΑΡΑΛΊΑ ΧΑΛΚΊΑ ΒΑΤΤΆ,6.0,1.0,5.0,0.0,36.616569,22.47765,East,S,2.0,Pebbles,2579.0,148.0,1.0,1.0,review,358.54017250508804,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
547,2,2023-04-26,2023-04-26,1,Typhoon2,6449,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 14,,78.0,0.0,78.0,0.0,36.617833,22.480583,ΑΝΑΤΟΛΙΚΗ,W,3.0,Mixed,934.0,130.0,0.0,0.0,review,358.54017250508804,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
547,3,2024-06-25,2024-06-25,1,Typhoon2,8657 | 8658 | 8659,3,3,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΠΕΛΟΠΟΝΗΣΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 135 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 136 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 137,,0.0,0.0,0.0,0.0,36.61752766666667,22.480259333333333,ΑΝΑΤΟΛΙΚΗ,E,3.0,Mixed,,,0.0,0.0,review,358.54017250508804,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
548,1,2020-01-03,2020-01-03,1,Typhoon1,593,1,1,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 79,ΠΑΡΑΛΊΑ ΚΟΤΡΏΝΑ,4.0,1.0,3.0,0.0,36.619564,22.4944,East,S,2.0,Sand,2665.0,245.0,1.0,1.0,medium,235.13720043451718,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
548,2,2023-04-26,2023-04-26,1,Typhoon2,6454,1,1,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 19,,0.0,0.0,0.0,0.0,36.619278,22.496972,ΑΝΑΤΟΛΙΚΗ,W,3.0,Pebbles,,,0.0,0.0,medium,235.13720043451718,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
