row_id,site_id,canonical_site_id,previous_visit_start_date,region,latitude,longitude,tourism_nuts2_id,tourism_nuts2_name,tourism_assignment_method,tourism_source_year,yacht_coord_method,TourismArrivals_YoY_Pct_NUTS2,AvgStay_NightsPerArrival_NUTS2,YachtPressureIndex_10km,TourismNights_NUTS2,Accommodation_Establishments_NUTS2
97,102,102,2019-10-13,ΚΡΗΤΗ,35.520586,23.723258,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.03819718634205488,33598845,5016.0
98,104,104,2019-10-13,ΚΡΗΤΗ,35.59835,23.71095,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
99,108,108,2019-10-14,ΚΡΗΤΗ,35.608144,23.57945,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.006366197723675813,33598845,5016.0
100,110,110,2019-10-14,ΚΡΗΤΗ,35.509375,23.568597,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.044563384065730696,33598845,5016.0
101,124,124,2019-10-19,ΚΡΗΤΗ,35.288219,23.529719,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.02864788975654116,33598845,5016.0
102,126,126,2019-10-19,ΚΡΗΤΗ,35.276142,23.536775,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.02864788975654116,33598845,5016.0
103,131,131,2019-10-19,ΚΡΗΤΗ,35.268567,23.562578,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.01909859317102744,33598845,5016.0
104,132,132,2019-10-19,ΚΡΗΤΗ,35.259978,23.580283,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.04138028520389279,33598845,5016.0
105,133,133,2019-10-19,ΚΡΗΤΗ,35.250736,23.578561,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.04138028520389279,33598845,5016.0
106,134,134,2019-10-20,ΚΡΗΤΗ,35.238319,23.581611,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.04138028520389279,33598845,5016.0
